102	76.0	1
102	81.5	4
102	45.0	1
102	43.0	2
102	94.8	3
102	40.0	1
102	104.0	1
102	85.15	2
102	60.0	1
102	58.0	1
102	84.0	1
102	3.0	1
102	119.45	25
102	105.9	31
102	84.0	1
102	764.2	102
102	113.05	22
102	70.0	1
102	37.3	2
102	65.5	1
102	318.35	11
102	0.0	0
102	709.3	111
102	4.7	6
102	0.0	0
102	121.1	10
102	40.0	1
102	27.85	2
102	1.0	1
102	0.0	0
102	60.0	1
102	100.0	1
102	79.5	3
102	0.0	0
102	75.0	1
102	28.5	3
102	121.55	3
102	40.0	1
102	70.4	2
102	98.0	1
102	65.0	2
102	3.25	1
102	0.0	0
102	132.5	1
102	2.2	1
102	60.0	1
102	0.0	0
102	1.0	1
102	0.3	1
102	0.3	1
102	198.5	1
102	175.15	29
102	0.0	0
102	1.0	1
102	758.05	90
102	106.2	32
102	72.05	3
102	58.0	1
102	415.1	12
102	105.8	5
102	0.0	0
102	12.3	3
102	0.4	1
102	7.15	3
102	26.5	1
102	1.7	1
102	1.4	1
102	5.65	5
102	453.95	57
102	58.3	2
102	0.3	1
102	2.25	1
102	9.35	4
102	0.7	2
102	2.9	1
102	209.0	5
102	60.0	1
102	647.1	82
102	4.05	1
102	67.0	1
102	16.05	3
102	1.0	1
102	129.0	2
102	1.5	1
102	0.8	1
102	1.5	1
102	0.25	1
102	0.6	3
102	1.15	1
102	0.45	3
102	4.2	2
102	0.55	1
102	0.75	1
102	0.5	1
102	34.0	1
102	71.0	1
102	0.25	1
102	80.9	2
102	0.0	0
102	1.3	1
102	4.3	1
102	50.0	1
102	0.0	0
102	137.45	29
102	216.45	11
102	76.3	6
102	427.4	62
102	0.15	2
102	0.85	7
102	63.0	1
102	1.05	1
102	2.6	2
102	0.0	0
102	153.85	24
102	1.2	1
102	0.25	1
102	0.1	4
102	162.55	5
102	0.7	1
102	1.6	2
102	63.25	12
102	0.0	0
102	10.85	1
102	14.95	1
102	1.7	1
102	0.15	1
102	0.8	3
102	7.4	3
102	4.25	1
102	98.0	2
102	1.15	1
102	9.2	1
102	4.35	2
102	0.85	1
102	0.1	1
102	1.1	1
102	0.7	1
102	122.0	2
102	1.15	1
102	404.7	64
102	0.6	1
102	46.5	3
102	31.1	4
102	25.95	7
102	2.45	1
102	0.4	1
102	0.55	1
102	24.15	4
102	4.0	1
102	2.2	2
102	0.2	1
102	55.2	6
102	847.2	101
102	56.1	12
102	0.7	1
102	9.2	1
102	0.8	1
102	6.35	2
102	17.15	1
102	0.25	2
102	0.25	1
102	56.0	8
102	0.1	1
102	92.55	18
102	0.6	1
102	0.25	1
102	0.35	1
102	9.2	1
102	58.0	1
102	1.1	4
102	0.15	1
102	3.2	4
102	621.55	92
102	6.05	2
102	0.15	1
102	0.6	2
102	74.5	2
102	1.4	1
102	0.2	1
102	0.1	1
102	70.0	2
102	6.2	1
102	2.7	1
102	33.5	1
102	0.55	1
102	17.45	1
102	0.1	1
102	9.2	1
102	14.1	3
102	34.0	1
102	0.9	1
102	122.35	6
102	270.0	8
102	16.0	1
102	27.7	8
102	0.0	0
102	1.15	2
102	0.0	0
102	0.4	1
102	0.0	0
102	0.6	1
102	1.85	1
102	21.3	4
102	0.0	0
102	10.0	1
102	14.0	1
102	121.35	10
102	0.05	1
102	64.8	2
102	157.0	3
102	21.55	9
102	444.05	69
102	73.1	2
102	9.2	1
102	1.45	1
102	0.55	1
102	14.9	4
102	10.0	1
102	73.0	1
102	0.05	1
102	0.15	1
102	28.05	5
102	7.5	1
102	1.1	1
102	1.25	1
102	201.5	8
102	23.75	7
102	50.0	1
102	1.1	1
102	190.6	7
102	6.0	1
102	70.45	2
102	1.65	1
102	22.9	3
102	14.4	1
102	0.95	1
102	0.65	1
102	166.6	7
102	57.0	1
102	68.0	1
102	0.0	0
102	80.0	2
102	418.0	10
102	101.0	3
102	118.5	2
102	87.1	5
102	50.0	1
102	85.0	1
102	102.0	2
102	184.0	6
102	63.0	1
102	57.0	1
102	620.9	95
102	14.8	2
102	60.0	1
102	0.4	1
102	0.25	1
102	89.5	3
102	35.0	1
102	1.3	1
102	63.0	1
102	41.0	1
102	33.3	2
102	238.1	6
102	580.4	97
102	63.0	2
102	116.0	1
102	166.0	4
102	98.85	2
102	108.85	13
102	100.0	1
102	60.0	1
102	58.0	1
102	205.0	5
102	211.65	5
102	62.0	9
102	124.0	1
102	52.0	1
102	7.85	2
102	32.0	1
102	45.0	1
102	71.5	1
102	70.0	1
102	0.25	1
102	44.0	2
102	1.8	1
102	0.8	2
102	64.0	1
102	58.35	3
102	58.5	1
102	94.5	6
102	48.5	1
102	56.0	1
102	81.6	2
102	63.0	1
102	65.0	1
102	71.0	1
102	375.85	8
102	55.05	4
102	0.5	1
102	0.0	0
102	31.0	1
102	5.35	1
102	1.1	1
102	0.15	1
102	9.2	1
102	0.7	1
102	6.7	1
102	114.3	15
102	70.0	1
102	1.05	1
102	91.25	5
102	0.0	0
102	6.7	1
102	62.8	3
102	61.0	1
102	4.4	1
102	70.0	1
102	0.35	2
102	0.1	2
102	0.45	1
102	443.35	65
102	100.0	1
102	0.4	1
102	93.85	9
102	1.55	6
102	0.3	1
102	1.35	1
103	72.0	1
103	49.0	5
103	54.5	1
103	75.5	1
103	51.0	1
103	103.0	3
103	221.0	4
103	80.0	1
103	140.0	5
103	129.5	7
103	39.0	1
103	78.0	4
103	56.0	1
103	58.5	2
103	85.0	1
103	259.55	20
103	180.0	1
103	50.9	3
103	38.0	1
103	71.0	1
103	63.5	1
103	238.4	8
103	41.0	1
103	75.5	1
103	239.0	1
103	50.0	1
103	49.0	1
103	34.0	2
103	43.0	1
103	45.0	1
103	50.0	1
103	110.0	2
103	99.5	3
103	44.0	1
103	140.0	4
103	60.0	1
103	62.0	1
103	86.6	4
103	59.5	1
103	189.35	7
103	325.05	16
103	68.0	1
103	101.0	3
103	78.0	1
103	48.0	1
103	109.0	2
103	58.0	1
103	60.0	1
103	74.0	1
103	150.0	1
103	288.5	2
103	67.5	1
103	54.0	1
103	50.5	1
103	80.0	1
103	213.7	5
103	70.0	1
103	62.0	1
103	293.15	6
103	40.0	1
103	49.5	1
103	90.0	2
103	54.5	7
103	50.0	1
103	107.5	3
103	202.0	9
103	42.0	1
104	9.2	1
104	0.0	0
104	44.45	7
104	10.75	2
104	0.5	1
104	13.3	1
104	1.7	1
104	0.0	0
104	13.8	3
104	4.85	3
104	10.55	2
104	7.3	2
104	5.5	1
104	1.8	1
104	29.15	5
104	0.0	0
104	1.25	1
104	0.2	1
104	9.2	1
104	1.1	1
104	0.3	2
104	0.45	1
104	4.35	1
104	30.25	14
104	43.3	14
104	2.55	1
104	0.45	1
104	18.55	1
104	2.6	1
104	0.15	1
104	1.2	2
104	0.35	1
104	10.5	1
104	6.55	1
104	40.0	4
104	26.26	2
104	63.0	3
104	10.0	1
104	0.1	1
104	0.1	1
104	7.2	1
104	40.0	4
104	1.4	1
104	0.0	0
104	0.1	1
104	0.35	1
104	0.0	0
104	1.95	3
104	56.05	4
104	2.8	2
104	0.0	0
104	80.5	17
104	24.4	1
104	1.25	2
104	0.7	1
104	9.2	1
104	0.2	1
104	2.85	1
