102	76.0
102	81.5
102	45.0
102	43.0
102	94.8
102	40.0
102	104.0
102	85.15
102	60.0
102	58.0
102	84.0
102	3.0
102	119.45
102	105.9
102	84.0
102	764.2
102	113.05
102	70.0
102	37.3
102	65.5
102	318.35
102	0.0
102	709.3
102	4.7
102	0.0
102	121.1
102	40.0
102	27.85
102	1.0
102	0.0
102	60.0
102	100.0
102	79.5
102	0.0
102	75.0
102	28.5
102	121.55
102	40.0
102	70.4
102	98.0
102	65.0
102	3.25
102	0.0
102	132.5
102	2.2
102	60.0
102	0.0
102	1.0
102	0.3
102	0.3
102	198.5
102	175.15
102	0.0
102	1.0
102	758.05
102	106.2
102	72.05
102	58.0
102	415.1
102	105.8
102	0.0
102	12.3
102	0.4
102	7.15
102	26.5
102	1.7
102	1.4
102	5.65
102	10.9
102	453.95
102	58.3
102	5.55
102	0.3
102	2.25
102	9.35
102	0.7
102	2.9
102	209.0
102	60.0
102	647.1
102	4.05
102	67.0
102	16.05
102	1.0
102	129.0
102	1.5
102	0.8
102	1.5
102	0.0
102	0.25
102	0.6
102	1.15
102	0.45
102	4.2
102	0.55
102	0.75
102	0.5
102	34.0
102	71.0
102	0.25
102	80.9
102	0.0
102	1.3
102	4.3
102	50.0
102	0.0
102	137.45
102	216.45
102	76.3
102	427.4
102	0.15
102	0.85
102	63.0
102	1.05
102	2.6
102	0.0
102	153.85
102	1.2
102	0.25
102	0.1
102	162.55
102	0.7
102	1.6
102	63.25
102	0.0
102	10.85
102	14.95
102	1.7
102	0.15
102	0.8
102	7.4
102	4.25
102	98.0
102	1.15
102	9.2
102	0.85
102	4.35
102	0.85
102	0.1
102	1.1
102	0.7
102	122.0
102	1.15
102	404.7
102	0.6
102	46.5
102	31.1
102	25.95
102	2.45
102	0.4
102	0.55
102	24.15
102	4.0
102	2.2
102	0.2
102	55.2
102	847.2
102	56.1
102	0.7
102	9.2
102	0.8
102	6.35
102	17.15
102	0.25
102	0.25
102	56.0
102	0.1
102	92.55
102	0.6
102	0.25
102	0.35
102	9.2
102	58.0
102	1.1
102	0.15
102	3.2
102	621.55
102	6.05
102	0.15
102	0.6
