102	1
102	4
102	1
102	2
102	3
102	1
102	1
102	2
102	1
102	1
102	1
102	1
102	25
102	31
102	1
102	1
102	102
102	22
102	1
102	2
102	1
102	11
102	0
102	111
102	6
102	0
102	10
102	1
102	2
102	1
102	0
102	1
102	1
102	3
102	0
102	1
102	3
102	3
102	1
102	2
102	1
102	2
102	1
102	0
102	1
102	1
102	1
102	0
102	1
102	1
102	1
102	1
102	29
102	0
102	1
102	90
102	32
102	3
102	1
102	12
102	5
102	0
102	3
102	1
102	3
102	1
102	1
102	1
102	5
102	57
102	2
102	1
102	1
102	1
102	4
102	2
102	1
102	5
102	1
102	82
102	1
102	1
102	3
102	1
102	2
102	1
102	1
102	1
102	1
102	1
102	3
102	1
102	3
102	2
102	1
102	1
102	1
102	1
102	1
102	1
102	2
102	1
102	0
102	1
102	1
102	1
102	0
102	29
102	11
102	0
102	6
102	62
102	2
102	7
102	1
102	1
102	2
102	0
102	24
102	1
102	1
102	4
102	5
102	1
102	2
102	12
102	0
102	1
102	1
102	1
102	1
102	3
102	3
102	1
102	2
102	1
102	1
102	2
102	1
102	1
102	1
102	1
102	2
102	1
102	64
102	1
102	3
102	4
102	7
102	1
102	1
102	1
102	4
102	1
102	2
102	1
102	6
102	101
102	12
102	1
102	1
102	1
102	2
102	1
102	2
102	1
102	8
102	1
102	18
102	1
102	1
102	1
102	1
102	1
102	4
102	4
102	1
102	4
102	92
102	2
102	1
102	2
102	2
102	1
102	1
102	1
102	2
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	3
102	1
102	1
102	6
102	8
102	1
102	8
102	0
102	0
102	2
102	0
102	1
102	0
102	1
102	1
102	4
102	0
102	1
102	1
102	10
102	1
102	7
102	2
102	3
102	9
102	69
102	2
102	1
102	1
102	1
102	4
102	1
102	1
102	1
102	1
102	5
102	1
102	1
102	1
102	8
102	7
102	1
102	1
102	7
102	1
102	2
102	1
102	3
102	1
102	1
102	1
102	7
102	1
102	1
102	0
102	2
102	10
102	3
102	2
102	5
102	1
102	1
102	2
102	6
102	1
102	1
102	1
102	95
102	2
102	1
102	1
102	1
102	3
102	1
102	1
102	1
102	1
102	2
102	6
102	97
102	2
102	1
102	4
102	2
102	13
102	1
102	1
102	1
102	5
102	5
102	9
102	1
102	1
102	2
102	1
102	1
102	1
102	1
102	1
102	2
102	1
102	2
102	1
102	3
102	1
102	6
102	1
102	1
102	2
102	1
102	1
102	1
102	8
102	4
102	1
102	0
102	1
102	1
102	1
102	1
102	1
102	1
102	1
102	15
102	1
102	1
102	5
102	0
102	1
102	3
102	1
102	1
102	1
102	2
102	2
102	1
102	65
102	1
102	1
102	9
102	6
102	1
102	1
103	1
103	5
103	1
103	1
103	1
103	1
103	3
103	4
103	1
103	5
103	7
103	1
103	4
103	1
103	2
103	1
103	20
103	1
103	3
103	1
103	1
103	1
103	1
103	8
103	1
103	1
103	1
103	1
103	1
103	2
103	1
103	1
103	1
103	2
103	3
103	1
103	4
103	1
103	1
103	4
103	1
103	7
103	16
103	1
103	3
103	1
103	1
103	2
103	1
103	1
103	1
103	1
103	2
103	1
103	1
103	1
103	1
103	5
103	1
103	1
103	6
103	1
103	1
103	1
103	2
103	7
103	1
103	3
103	9
103	1
104	1
104	0
104	7
104	2
104	1
104	1
104	0
104	1
104	0
104	3
104	3
104	2
104	2
104	1
104	1
104	5
104	0
104	1
104	1
104	1
104	1
104	2
104	1
104	1
104	14
104	14
104	1
104	1
104	1
104	1
104	1
104	2
104	1
104	1
104	1
104	4
104	2
104	3
104	1
104	1
104	1
104	1
104	4
104	1
104	0
104	1
104	1
104	0
104	3
104	4
104	2
104	0
104	17
104	1
104	2
104	1
104	1
104	1
104	1
